road,hour,day_of_week,is_weekend,weather,incidents,congestion_pct
Neftçilər,13,2,0,Açıq,0,32
Heydər Əliyev,22,4,0,Açıq,0,25
Neftçilər,18,5,1,Dumanlı,0,52
Qara Qarayev,7,2,0,Açıq,1,100
Qara Qarayev,5,6,1,Dumanlı,1,61
Ziya Bünyadov,3,3,0,Qarlı,0,69
Babək,21,0,0,Açıq,0,16
Zərdabi,8,3,0,Dumanlı,1,100
Heydər Əliyev,19,1,0,Yağışlı,0,75
İstiqlaliyyət,12,2,0,Qarlı,1,75
Ziya Bünyadov,7,6,1,Yağışlı,0,70
Neftçilər,19,1,0,Yağışlı,0,97
Atatürk,11,5,1,Açıq,0,51
Ziya Bünyadov,16,5,1,Dumanlı,1,66
Heydər Əliyev,20,2,0,Qarlı,0,100
Neftçilər,4,1,0,Açıq,0,25
Neftçilər,16,2,0,Açıq,0,29
Zərdabi,17,3,0,Açıq,0,74
Heydər Əliyev,15,5,1,Yağışlı,1,79
Ziya Bünyadov,0,3,0,Açıq,1,62
İstiqlaliyyət,12,3,0,Yağışlı,0,54
Tbilisi,14,1,0,Qarlı,0,69
Tbilisi,12,2,0,Dumanlı,2,73
Neftçilər,13,0,0,Qarlı,0,81
Atatürk,12,1,0,Yağışlı,1,81
Qara Qarayev,2,6,1,Dumanlı,0,24
Qara Qarayev,16,4,0,Qarlı,0,80
Ziya Bünyadov,12,4,0,Yağışlı,0,73
Rəşid Behbudov,9,5,1,Açıq,0,39
Qara Qarayev,10,3,0,Qarlı,0,70
Ziya Bünyadov,21,5,1,Qarlı,0,64
Neftçilər,22,4,0,Qarlı,3,100
Ziya Bünyadov,6,6,1,Açıq,0,20
Zərdabi,6,1,0,Qarlı,0,60
Rəşid Behbudov,5,3,0,Dumanlı,0,30
Heydər Əliyev,23,1,0,Açıq,0,21
Zərdabi,7,1,0,Açıq,0,64
Tbilisi,11,3,0,Yağışlı,0,56
Babək,0,4,0,Dumanlı,0,31
İstiqlaliyyət,23,1,0,Dumanlı,0,26
Rəşid Behbudov,1,5,1,Açıq,0,16
İstiqlaliyyət,0,1,0,Açıq,0,26
Ziya Bünyadov,23,0,0,Qarlı,0,56
Zərdabi,8,1,0,Açıq,0,71
Babək,21,2,0,Yağışlı,2,70
İstiqlaliyyət,20,3,0,Qarlı,0,100
Heydər Əliyev,6,1,0,Dumanlı,0,24
Rəşid Behbudov,9,5,1,Yağışlı,0,60
Atatürk,8,6,1,Yağışlı,3,100
Qara Qarayev,2,1,0,Dumanlı,0,35
Zərdabi,1,2,0,Açıq,0,20
Atatürk,8,0,0,Qarlı,1,100
Qara Qarayev,9,4,0,Dumanlı,1,92
Qara Qarayev,12,1,0,Yağışlı,1,81
İstiqlaliyyət,12,3,0,Açıq,0,40
Heydər Əliyev,3,0,0,Qarlı,0,64
Zərdabi,2,0,0,Dumanlı,1,57
Rəşid Behbudov,3,2,0,Yağışlı,0,39
Atatürk,9,3,0,Dumanlı,0,86
Qara Qarayev,8,6,1,Yağışlı,0,47
Atatürk,0,5,1,Dumanlı,0,36
Babək,10,5,1,Açıq,0,42
Rəşid Behbudov,7,1,0,Açıq,1,100
Tbilisi,23,5,1,Açıq,1,37
Ziya Bünyadov,21,4,0,Yağışlı,0,46
Zərdabi,23,6,1,Qarlı,0,51
Zərdabi,13,6,1,Qarlı,0,64
Atatürk,23,0,0,Açıq,1,37
Tbilisi,10,6,1,Dumanlı,0,54
Babək,7,6,1,Qarlı,0,73
Ziya Bünyadov,1,3,0,Yağışlı,0,54
Atatürk,14,3,0,Dumanlı,0,63
Zərdabi,18,0,0,Yağışlı,0,78
Heydər Əliyev,4,2,0,Dumanlı,0,24
Neftçilər,21,3,0,Açıq,0,26
Rəşid Behbudov,12,4,0,Dumanlı,0,66
Atatürk,11,0,0,Qarlı,0,67
Heydər Əliyev,0,1,0,Yağışlı,1,43
Zərdabi,18,0,0,Açıq,0,71
Tbilisi,0,6,1,Açıq,1,43
Tbilisi,4,2,0,Yağışlı,0,47
İstiqlaliyyət,22,2,0,Yağışlı,1,73
Neftçilər,12,4,0,Qarlı,0,81
Qara Qarayev,19,1,0,Qarlı,0,99
Atatürk,1,1,0,Açıq,0,18
Qara Qarayev,5,2,0,Qarlı,0,51
İstiqlaliyyət,20,3,0,Yağışlı,0,85
Neftçilər,14,3,0,Yağışlı,0,65
Neftçilər,4,2,0,Qarlı,0,62
Babək,6,2,0,Qarlı,0,48
Neftçilər,6,6,1,Açıq,2,66
Heydər Əliyev,23,6,1,Yağışlı,0,45
Zərdabi,18,2,0,Dumanlı,0,100
İstiqlaliyyət,21,4,0,Açıq,0,17
Tbilisi,15,5,1,Yağışlı,1,73
Heydər Əliyev,4,3,0,Yağışlı,0,48
Tbilisi,5,4,0,Dumanlı,0,32
Tbilisi,17,5,1,Dumanlı,0,47
Heydər Əliyev,7,2,0,Açıq,0,69
Neftçilər,5,5,1,Açıq,0,18
Neftçilər,13,3,0,Açıq,0,47
Heydər Əliyev,20,3,0,Açıq,1,76
Ziya Bünyadov,4,1,0,Dumanlı,1,60
Rəşid Behbudov,19,2,0,Açıq,2,100
Babək,22,5,1,Açıq,0,21
Zərdabi,7,6,1,Açıq,2,69
Neftçilər,22,4,0,Qarlı,1,74
Qara Qarayev,15,6,1,Qarlı,0,73
Rəşid Behbudov,21,3,0,Qarlı,0,64
Atatürk,0,0,0,Yağışlı,1,69
Babək,16,2,0,Açıq,0,43
Ziya Bünyadov,11,6,1,Açıq,0,61
Zərdabi,3,6,1,Açıq,0,28
Tbilisi,14,1,0,Yağışlı,0,49
Neftçilər,10,0,0,Qarlı,0,82
Tbilisi,5,1,0,Yağışlı,0,41
Qara Qarayev,18,2,0,Qarlı,0,90
İstiqlaliyyət,17,1,0,Açıq,0,85
Babək,15,0,0,Qarlı,1,100
İstiqlaliyyət,1,6,1,Açıq,0,28
İstiqlaliyyət,18,3,0,Qarlı,0,100
Heydər Əliyev,19,2,0,Dumanlı,1,96
Tbilisi,5,3,0,Yağışlı,0,31
Rəşid Behbudov,14,5,1,Dumanlı,0,50
Rəşid Behbudov,6,4,0,Dumanlı,0,42
Rəşid Behbudov,7,6,1,Qarlı,0,67
Neftçilər,6,5,1,Qarlı,0,62
Neftçilər,13,0,0,Açıq,0,38
Tbilisi,22,0,0,Yağışlı,0,51
Qara Qarayev,9,3,0,Yağışlı,0,94
Zərdabi,8,5,1,Qarlı,1,88
Babək,11,2,0,Açıq,1,82
Qara Qarayev,13,4,0,Dumanlı,0,51
Neftçilər,4,1,0,Qarlı,0,44
İstiqlaliyyət,19,1,0,Qarlı,0,100
Babək,8,4,0,Yağışlı,0,93
İstiqlaliyyət,14,3,0,Dumanlı,0,63
Zərdabi,1,4,0,Yağışlı,0,46
Heydər Əliyev,21,0,0,Qarlı,0,58
İstiqlaliyyət,9,1,0,Dumanlı,0,74
Babək,13,1,0,Yağışlı,1,95
Heydər Əliyev,0,0,0,Açıq,0,16
Qara Qarayev,19,0,0,Açıq,1,90
Neftçilər,1,0,0,Qarlı,0,61
İstiqlaliyyət,10,6,1,Yağışlı,0,51
Babək,15,1,0,Yağışlı,0,71
Babək,5,1,0,Yağışlı,0,33
Neftçilər,16,4,0,Açıq,0,41
İstiqlaliyyət,22,1,0,Yağışlı,0,40
Atatürk,12,3,0,Qarlı,0,80
Ziya Bünyadov,17,1,0,Açıq,0,67
Babək,3,0,0,Yağışlı,0,31
Tbilisi,11,6,1,Açıq,0,41
Neftçilər,17,3,0,Qarlı,1,100
İstiqlaliyyət,22,2,0,Yağışlı,0,38
Zərdabi,12,2,0,Yağışlı,0,54
Rəşid Behbudov,6,0,0,Qarlı,0,64
Neftçilər,4,2,0,Yağışlı,0,29
Tbilisi,6,4,0,Qarlı,0,64
Zərdabi,15,2,0,Açıq,0,40
Babək,0,6,1,Qarlı,0,38
Neftçilər,12,4,0,Yağışlı,0,58
Babək,9,4,0,Qarlı,2,100
Tbilisi,22,1,0,Dumanlı,3,99
Qara Qarayev,12,5,1,Açıq,0,42
Neftçilər,0,0,0,Yağışlı,0,35
Qara Qarayev,14,1,0,Açıq,0,37
Tbilisi,12,0,0,Yağışlı,1,92
Qara Qarayev,3,2,0,Yağışlı,0,30
İstiqlaliyyət,22,3,0,Yağışlı,0,47
Neftçilər,10,5,1,Açıq,0,38
Rəşid Behbudov,19,4,0,Dumanlı,0,80
Qara Qarayev,3,6,1,Açıq,0,28
Ziya Bünyadov,11,2,0,Yağışlı,0,82
Neftçilər,10,3,0,Açıq,0,40
Qara Qarayev,3,5,1,Yağışlı,0,42
Qara Qarayev,23,4,0,Qarlı,0,44
Zərdabi,23,6,1,Yağışlı,1,53
Tbilisi,19,0,0,Açıq,0,66
Qara Qarayev,4,0,0,Dumanlı,0,29
Heydər Əliyev,4,4,0,Yağışlı,0,35
Heydər Əliyev,15,4,0,Açıq,0,49
Atatürk,12,1,0,Açıq,0,51
Babək,9,3,0,Açıq,1,97
Babək,1,0,0,Qarlı,0,47
Heydər Əliyev,18,0,0,Yağışlı,2,100
Neftçilər,8,3,0,Açıq,0,76
Ziya Bünyadov,6,5,1,Dumanlı,0,49
Heydər Əliyev,3,0,0,Yağışlı,0,42
Atatürk,21,5,1,Açıq,2,67
Rəşid Behbudov,3,1,0,Yağışlı,0,36
Atatürk,23,3,0,Yağışlı,1,63
Neftçilər,15,3,0,Qarlı,0,71
Atatürk,8,3,0,Dumanlı,0,75
Atatürk,18,6,1,Qarlı,1,80
Rəşid Behbudov,5,6,1,Dumanlı,0,25
Heydər Əliyev,20,6,1,Qarlı,0,73
Zərdabi,20,2,0,Açıq,0,63
Zərdabi,2,1,0,Qarlı,0,44
Neftçilər,22,3,0,Yağışlı,0,54
Heydər Əliyev,7,4,0,Dumanlı,0,76
Tbilisi,4,3,0,Yağışlı,0,34
Atatürk,4,4,0,Açıq,0,13
Babək,18,2,0,Yağışlı,0,98
Qara Qarayev,13,0,0,Dumanlı,0,64
İstiqlaliyyət,4,2,0,Dumanlı,0,30
Babək,5,0,0,Açıq,0,24
İstiqlaliyyət,6,3,0,Yağışlı,2,88
Ziya Bünyadov,11,6,1,Yağışlı,0,66
Heydər Əliyev,17,2,0,Qarlı,2,100
İstiqlaliyyət,9,6,1,Açıq,1,61
Ziya Bünyadov,18,3,0,Qarlı,0,100
İstiqlaliyyət,2,6,1,Açıq,0,18
Heydər Əliyev,4,6,1,Dumanlı,1,54
İstiqlaliyyət,8,3,0,Dumanlı,0,76
Tbilisi,0,0,0,Qarlı,0,39
Qara Qarayev,5,2,0,Qarlı,0,56
Qara Qarayev,12,4,0,Açıq,1,50
İstiqlaliyyət,20,2,0,Yağışlı,0,88
Atatürk,2,0,0,Açıq,0,23
Neftçilər,18,5,1,Qarlı,0,80
Qara Qarayev,17,5,1,Açıq,0,26
Rəşid Behbudov,10,1,0,Açıq,0,37
Babək,16,3,0,Açıq,3,100
Ziya Bünyadov,22,4,0,Qarlı,0,49
Babək,7,1,0,Yağışlı,1,100
Atatürk,11,5,1,Açıq,1,60
Neftçilər,16,4,0,Açıq,0,43
Neftçilər,11,1,0,Dumanlı,0,59
İstiqlaliyyət,17,2,0,Açıq,0,60
Qara Qarayev,4,4,0,Yağışlı,0,34
Zərdabi,12,5,1,Yağışlı,0,52
Rəşid Behbudov,20,0,0,Yağışlı,0,87
Heydər Əliyev,15,4,0,Yağışlı,1,97
Babək,22,4,0,Dumanlı,0,42
Babək,1,1,0,Qarlı,2,97
Babək,20,0,0,Dumanlı,1,100
Tbilisi,19,2,0,Dumanlı,0,78
İstiqlaliyyət,22,2,0,Dumanlı,0,26
Heydər Əliyev,10,4,0,Dumanlı,0,68
Qara Qarayev,7,1,0,Açıq,0,80
Babək,14,2,0,Açıq,0,39
Atatürk,21,5,1,Açıq,0,11
İstiqlaliyyət,0,4,0,Açıq,0,29
Zərdabi,8,0,0,Açıq,0,57
Qara Qarayev,6,4,0,Qarlı,0,55
Rəşid Behbudov,16,4,0,Dumanlı,0,62
Zərdabi,16,3,0,Yağışlı,0,65
Zərdabi,2,2,0,Açıq,1,27
Heydər Əliyev,3,1,0,Yağışlı,0,42
Heydər Əliyev,7,3,0,Açıq,0,61
Ziya Bünyadov,19,2,0,Qarlı,0,100
İstiqlaliyyət,0,4,0,Qarlı,1,69
Ziya Bünyadov,13,6,1,Qarlı,0,85
Ziya Bünyadov,14,5,1,Dumanlı,0,55
Atatürk,9,2,0,Açıq,0,53
Babək,19,0,0,Qarlı,0,97
Qara Qarayev,4,3,0,Yağışlı,0,41
Neftçilər,8,5,1,Qarlı,0,82
Qara Qarayev,22,5,1,Dumanlı,0,39
Atatürk,20,3,0,Dumanlı,0,77
Tbilisi,3,0,0,Açıq,0,10
Rəşid Behbudov,4,5,1,Yağışlı,0,54
Rəşid Behbudov,0,3,0,Qarlı,3,100
Zərdabi,7,5,1,Dumanlı,1,78
Heydər Əliyev,7,0,0,Dumanlı,1,100
Qara Qarayev,13,6,1,Yağışlı,0,67
Zərdabi,2,0,0,Yağışlı,0,37
Neftçilər,1,0,0,Dumanlı,0,20
Ziya Bünyadov,11,3,0,Qarlı,0,83
İstiqlaliyyət,21,3,0,Yağışlı,0,42
Neftçilər,9,5,1,Yağışlı,0,62
Atatürk,20,0,0,Yağışlı,0,98
Ziya Bünyadov,10,1,0,Açıq,0,36
Qara Qarayev,23,4,0,Qarlı,0,46
Babək,3,4,0,Qarlı,2,92
Neftçilər,14,3,0,Açıq,0,59
Qara Qarayev,22,6,1,Açıq,0,15
Neftçilər,21,4,0,Qarlı,0,68
Babək,14,1,0,Yağışlı,0,45
Rəşid Behbudov,17,5,1,Açıq,0,37
Rəşid Behbudov,15,1,0,Yağışlı,1,84
Atatürk,14,0,0,Yağışlı,0,59
Ziya Bünyadov,5,3,0,Açıq,0,32
Neftçilər,23,6,1,Açıq,1,46
Zərdabi,10,6,1,Açıq,2,80
Babək,6,4,0,Dumanlı,0,31
Ziya Bünyadov,7,6,1,Açıq,0,54
Rəşid Behbudov,4,2,0,Yağışlı,0,28
Heydər Əliyev,9,6,1,Yağışlı,0,52
Zərdabi,2,1,0,Açıq,0,10
Tbilisi,19,5,1,Yağışlı,0,56
Qara Qarayev,1,1,0,Açıq,0,11
Zərdabi,21,0,0,Dumanlı,0,26
Babək,17,6,1,Dumanlı,0,47
Qara Qarayev,21,0,0,Dumanlı,0,45
Tbilisi,20,1,0,Qarlı,1,100
Babək,21,5,1,Dumanlı,1,41
Rəşid Behbudov,1,2,0,Yağışlı,0,50
Qara Qarayev,2,0,0,Qarlı,1,72
İstiqlaliyyət,5,6,1,Açıq,0,16
Qara Qarayev,0,4,0,Qarlı,0,63
Tbilisi,0,4,0,Açıq,0,20
Babək,14,1,0,Açıq,0,28
Zərdabi,16,2,0,Dumanlı,1,87
İstiqlaliyyət,2,5,1,Qarlı,0,56
Babək,4,0,0,Açıq,0,22
Qara Qarayev,17,1,0,Açıq,0,60
Rəşid Behbudov,12,5,1,Qarlı,0,73
İstiqlaliyyət,23,0,0,Qarlı,0,58
Rəşid Behbudov,6,5,1,Dumanlı,0,30
Babək,10,0,0,Açıq,0,32
Babək,13,0,0,Açıq,0,37
Rəşid Behbudov,19,4,0,Qarlı,0,100
Zərdabi,6,2,0,Qarlı,2,100
Qara Qarayev,7,0,0,Yağışlı,0,73
Atatürk,17,1,0,Yağışlı,1,100
Rəşid Behbudov,15,5,1,Qarlı,0,78
Zərdabi,2,4,0,Yağışlı,0,34
Babək,15,1,0,Yağışlı,0,65
Tbilisi,14,4,0,Yağışlı,0,59
İstiqlaliyyət,1,5,1,Qarlı,0,60
Ziya Bünyadov,7,3,0,Qarlı,0,100
Rəşid Behbudov,2,0,0,Yağışlı,0,36
Rəşid Behbudov,5,2,0,Qarlı,1,69
Zərdabi,4,1,0,Açıq,0,25
Heydər Əliyev,5,5,1,Açıq,0,14
Qara Qarayev,5,0,0,Yağışlı,0,47
Ziya Bünyadov,12,0,0,Açıq,0,48
Qara Qarayev,0,0,0,Dumanlı,0,34
Heydər Əliyev,16,5,1,Qarlı,0,82
Babək,20,6,1,Açıq,0,35
Tbilisi,7,1,0,Açıq,0,72
Babək,19,2,0,Yağışlı,2,100
Neftçilər,5,0,0,Açıq,0,26
Atatürk,6,4,0,Açıq,0,27
Neftçilər,22,4,0,Dumanlı,0,27
Zərdabi,22,4,0,Dumanlı,0,26
İstiqlaliyyət,18,6,1,Açıq,0,26
İstiqlaliyyət,5,4,0,Dumanlı,0,29
Atatürk,13,2,0,Dumanlı,1,58
Tbilisi,13,5,1,Açıq,0,40
Atatürk,14,3,0,Açıq,0,48
Babək,2,2,0,Yağışlı,0,29
Rəşid Behbudov,3,4,0,Açıq,0,11
Rəşid Behbudov,21,0,0,Yağışlı,0,31
İstiqlaliyyət,23,6,1,Açıq,0,30
Ziya Bünyadov,3,5,1,Yağışlı,0,59
Atatürk,7,5,1,Dumanlı,0,44
Neftçilər,5,3,0,Dumanlı,0,40
Rəşid Behbudov,16,5,1,Dumanlı,0,52
Neftçilər,5,3,0,Dumanlı,0,45
Tbilisi,6,1,0,Qarlı,0,62
Neftçilər,10,3,0,Yağışlı,0,63
Heydər Əliyev,9,6,1,Dumanlı,1,53
Tbilisi,16,4,0,Açıq,0,43
Tbilisi,13,2,0,Dumanlı,1,78
Ziya Bünyadov,22,0,0,Qarlı,0,69
Qara Qarayev,19,4,0,Yağışlı,0,86
İstiqlaliyyət,10,2,0,Açıq,0,26
Ziya Bünyadov,17,2,0,Dumanlı,0,84
Tbilisi,23,5,1,Dumanlı,0,25
Heydər Əliyev,23,5,1,Açıq,0,21
Qara Qarayev,14,1,0,Dumanlı,0,44
Ziya Bünyadov,12,1,0,Yağışlı,0,57
Heydər Əliyev,12,5,1,Dumanlı,0,49
İstiqlaliyyət,20,4,0,Yağışlı,0,79
Qara Qarayev,4,0,0,Yağışlı,0,32
İstiqlaliyyət,17,4,0,Açıq,0,70
Zərdabi,15,3,0,Qarlı,0,75
Heydər Əliyev,22,5,1,Dumanlı,0,31
Rəşid Behbudov,5,1,0,Açıq,0,17
Heydər Əliyev,10,5,1,Yağışlı,0,78
Neftçilər,0,3,0,Açıq,0,24
Atatürk,15,1,0,Qarlı,0,79
Babək,8,3,0,Dumanlı,0,76
Qara Qarayev,22,1,0,Yağışlı,1,65
Heydər Əliyev,21,3,0,Açıq,0,11
Qara Qarayev,17,0,0,Açıq,1,88
Tbilisi,12,4,0,Dumanlı,0,39
Rəşid Behbudov,15,4,0,Yağışlı,1,63
Rəşid Behbudov,19,0,0,Qarlı,0,94
Zərdabi,23,0,0,Dumanlı,2,73
Ziya Bünyadov,1,4,0,Yağışlı,1,56
Heydər Əliyev,13,0,0,Dumanlı,0,58
Heydər Əliyev,9,0,0,Qarlı,0,100
Heydər Əliyev,22,2,0,Qarlı,1,69
Zərdabi,19,3,0,Açıq,0,69
Rəşid Behbudov,8,0,0,Açıq,0,74
İstiqlaliyyət,10,6,1,Açıq,0,46
Qara Qarayev,12,6,1,Açıq,0,33
Heydər Əliyev,8,6,1,Yağışlı,0,63
Rəşid Behbudov,5,4,0,Qarlı,0,51
Tbilisi,5,5,1,Yağışlı,0,28
Rəşid Behbudov,12,5,1,Dumanlı,0,62
Zərdabi,5,6,1,Qarlı,0,41
Neftçilər,18,2,0,Açıq,0,57
Zərdabi,10,2,0,Açıq,0,38
İstiqlaliyyət,20,0,0,Dumanlı,0,81
Babək,4,6,1,Qarlı,0,40
Ziya Bünyadov,11,2,0,Dumanlı,0,62
Heydər Əliyev,21,0,0,Açıq,0,27
Heydər Əliyev,5,6,1,Qarlı,2,92
Ziya Bünyadov,11,6,1,Yağışlı,0,61
Rəşid Behbudov,12,1,0,Qarlı,0,84
Zərdabi,10,0,0,Dumanlı,0,43
Rəşid Behbudov,0,1,0,Dumanlı,0,27
Ziya Bünyadov,18,4,0,Dumanlı,1,100
Atatürk,21,6,1,Yağışlı,0,51
Ziya Bünyadov,1,6,1,Dumanlı,0,39
Atatürk,20,5,1,Yağışlı,0,63
Babək,11,5,1,Dumanlı,0,44
Ziya Bünyadov,0,5,1,Qarlı,1,69
Rəşid Behbudov,18,1,0,Qarlı,0,99
Qara Qarayev,12,2,0,Dumanlı,1,71
Tbilisi,21,0,0,Qarlı,0,60
Rəşid Behbudov,2,2,0,Yağışlı,0,26
Rəşid Behbudov,0,0,0,Yağışlı,0,28
Atatürk,1,4,0,Qarlı,0,52
Zərdabi,13,0,0,Qarlı,0,64
Neftçilər,12,1,0,Qarlı,0,82
Neftçilər,22,5,1,Yağışlı,0,51
Qara Qarayev,5,3,0,Açıq,0,25
Rəşid Behbudov,1,2,0,Dumanlı,0,23
Ziya Bünyadov,16,6,1,Açıq,0,58
Heydər Əliyev,1,5,1,Dumanlı,0,27
Zərdabi,0,3,0,Açıq,0,13
Qara Qarayev,8,5,1,Qarlı,1,69
Neftçilər,10,5,1,Dumanlı,0,56
Zərdabi,2,3,0,Dumanlı,0,21
Babək,18,2,0,Açıq,0,53
Tbilisi,23,6,1,Açıq,0,12
Ziya Bünyadov,9,1,0,Açıq,0,68
Qara Qarayev,21,0,0,Dumanlı,0,40
Ziya Bünyadov,13,4,0,Yağışlı,0,75
Tbilisi,20,1,0,Qarlı,0,100
İstiqlaliyyət,17,0,0,Dumanlı,1,100
İstiqlaliyyət,12,1,0,Açıq,0,41
Rəşid Behbudov,0,6,1,Qarlı,0,53
Heydər Əliyev,10,4,0,Açıq,0,52
Babək,18,1,0,Yağışlı,0,86
Tbilisi,17,4,0,Dumanlı,0,75
Tbilisi,6,4,0,Qarlı,0,51
Babək,18,6,1,Dumanlı,0,38
Atatürk,7,2,0,Yağışlı,0,100
Babək,18,5,1,Qarlı,0,66
İstiqlaliyyət,1,2,0,Açıq,2,50
Qara Qarayev,0,6,1,Dumanlı,0,27
Babək,9,4,0,Açıq,0,63
Babək,1,2,0,Yağışlı,0,39
Atatürk,2,4,0,Qarlı,0,59
İstiqlaliyyət,13,0,0,Yağışlı,0,53
Babək,7,5,1,Qarlı,0,61
İstiqlaliyyət,2,1,0,Açıq,0,21
Babək,9,1,0,Yağışlı,1,100
Ziya Bünyadov,19,1,0,Açıq,0,78
Neftçilər,8,1,0,Yağışlı,2,100
Zərdabi,6,2,0,Dumanlı,0,28
Heydər Əliyev,20,1,0,Yağışlı,0,73
İstiqlaliyyət,22,4,0,Yağışlı,0,34
Heydər Əliyev,23,2,0,Yağışlı,0,40
Neftçilər,17,3,0,Yağışlı,0,95
Heydər Əliyev,3,4,0,Dumanlı,0,20
Rəşid Behbudov,23,3,0,Yağışlı,0,49
Babək,22,3,0,Dumanlı,0,34
Tbilisi,10,1,0,Açıq,0,32
Neftçilər,23,0,0,Açıq,0,14
Tbilisi,5,6,1,Yağışlı,2,90
Tbilisi,2,1,0,Açıq,0,11
Qara Qarayev,10,2,0,Qarlı,0,61
Zərdabi,7,4,0,Qarlı,0,100
Atatürk,0,3,0,Dumanlı,0,36
Rəşid Behbudov,14,5,1,Qarlı,0,85
Atatürk,23,1,0,Yağışlı,0,44
Neftçilər,7,1,0,Dumanlı,0,67
Neftçilər,8,2,0,Açıq,0,58
Zərdabi,19,0,0,Qarlı,0,98
Babək,1,3,0,Yağışlı,0,49
Tbilisi,19,2,0,Yağışlı,0,92
Qara Qarayev,16,0,0,Qarlı,0,72
Atatürk,12,5,1,Qarlı,0,77
Tbilisi,17,2,0,Qarlı,0,100
Atatürk,18,5,1,Dumanlı,0,58
Neftçilər,21,2,0,Qarlı,0,42
İstiqlaliyyət,9,0,0,Dumanlı,0,84
Zərdabi,5,1,0,Yağışlı,0,33
Neftçilər,15,1,0,Yağışlı,0,68
Babək,1,6,1,Yağışlı,0,32
Babək,13,2,0,Qarlı,1,86
Qara Qarayev,17,0,0,Dumanlı,0,84
Heydər Əliyev,19,1,0,Qarlı,0,100
Tbilisi,15,6,1,Açıq,1,43
Ziya Bünyadov,10,4,0,Açıq,0,45
Ziya Bünyadov,12,4,0,Açıq,0,36
İstiqlaliyyət,13,2,0,Yağışlı,0,36
Neftçilər,2,4,0,Açıq,0,17
Babək,5,3,0,Dumanlı,0,35
Zərdabi,10,5,1,Yağışlı,0,63
Zərdabi,5,5,1,Dumanlı,0,31
Heydər Əliyev,10,4,0,Dumanlı,0,55
Zərdabi,22,1,0,Açıq,0,30
Ziya Bünyadov,21,6,1,Dumanlı,0,39
Babək,17,4,0,Açıq,1,86
Zərdabi,5,4,0,Açıq,0,21
Babək,0,0,0,Dumanlı,0,26
Neftçilər,7,6,1,Qarlı,0,79
Atatürk,22,1,0,Yağışlı,0,35
Neftçilər,7,3,0,Dumanlı,0,82
Qara Qarayev,8,3,0,Yağışlı,3,100
Qara Qarayev,23,6,1,Yağışlı,0,49
Neftçilər,14,5,1,Açıq,0,46
Babək,8,3,0,Yağışlı,0,84
Atatürk,6,5,1,Qarlı,0,45
İstiqlaliyyət,0,1,0,Dumanlı,0,23
Zərdabi,12,0,0,Yağışlı,0,54
İstiqlaliyyət,13,3,0,Qarlı,0,84
Neftçilər,3,6,1,Qarlı,0,37
Qara Qarayev,20,4,0,Açıq,0,59
Ziya Bünyadov,9,1,0,Yağışlı,0,100
Zərdabi,17,1,0,Açıq,0,58
Babək,15,3,0,Qarlı,1,91
Neftçilər,12,1,0,Açıq,0,33
İstiqlaliyyət,1,1,0,Açıq,0,23
Tbilisi,5,0,0,Yağışlı,0,41
Heydər Əliyev,11,6,1,Açıq,0,38
Zərdabi,20,1,0,Yağışlı,0,100
İstiqlaliyyət,8,0,0,Açıq,3,100
Ziya Bünyadov,10,5,1,Qarlı,0,81
Rəşid Behbudov,10,2,0,Yağışlı,1,73
Qara Qarayev,23,2,0,Açıq,0,12
Atatürk,15,0,0,Dumanlı,0,55
Ziya Bünyadov,10,0,0,Açıq,0,45
İstiqlaliyyət,2,2,0,Qarlı,1,82
Ziya Bünyadov,22,5,1,Dumanlı,0,53
Neftçilər,15,3,0,Yağışlı,0,60
İstiqlaliyyət,9,1,0,Dumanlı,1,100
Neftçilər,5,6,1,Dumanlı,2,77
Tbilisi,12,6,1,Dumanlı,0,45
Zərdabi,11,5,1,Qarlı,0,82
Zərdabi,12,1,0,Açıq,3,100
Babək,17,1,0,Dumanlı,0,81
Ziya Bünyadov,14,0,0,Dumanlı,0,55
Neftçilər,6,5,1,Yağışlı,0,34
Qara Qarayev,0,5,1,Açıq,0,30
Atatürk,18,3,0,Açıq,2,100
İstiqlaliyyət,10,2,0,Yağışlı,0,56
Zərdabi,9,3,0,Yağışlı,0,97
Ziya Bünyadov,22,0,0,Yağışlı,0,53
Babək,16,0,0,Qarlı,1,88
Neftçilər,1,1,0,Dumanlı,0,39
Babək,21,1,0,Açıq,0,11
Heydər Əliyev,19,2,0,Açıq,0,64
Rəşid Behbudov,23,1,0,Dumanlı,1,52
Atatürk,22,3,0,Dumanlı,0,38
Babək,18,3,0,Açıq,1,93
Qara Qarayev,19,6,1,Qarlı,0,72
Heydər Əliyev,5,1,0,Yağışlı,0,41
Ziya Bünyadov,6,5,1,Yağışlı,0,45
Rəşid Behbudov,7,5,1,Dumanlı,0,52
Ziya Bünyadov,22,4,0,Dumanlı,0,48
Heydər Əliyev,3,5,1,Yağışlı,0,38
Zərdabi,1,0,0,Açıq,0,30
Rəşid Behbudov,7,3,0,Açıq,1,92
Rəşid Behbudov,6,1,0,Qarlı,0,52
Neftçilər,10,5,1,Qarlı,0,89
Atatürk,14,6,1,Açıq,0,46
Babək,11,2,0,Dumanlı,0,47
İstiqlaliyyət,0,0,0,Yağışlı,0,45
Rəşid Behbudov,22,4,0,Qarlı,0,59
Babək,7,2,0,Yağışlı,0,74
Neftçilər,17,2,0,Dumanlı,0,86
